@relation lbpFeatur_file
@attribute bin0 real
@attribute bin1 real
@attribute bin2 real
@attribute bin3 real
@attribute bin4 real
@attribute bin5 real
@attribute bin6 real
@attribute bin7 real
@attribute bin8 real
@attribute bin9 real
@attribute bin10 real
@attribute bin11 real
@attribute bin12 real
@attribute bin13 real
@attribute bin14 real
@attribute bin15 real
@attribute bin16 real
@attribute bin17 real
@attribute bin18 real
@attribute bin19 real
@attribute bin20 real
@attribute bin21 real
@attribute bin22 real
@attribute bin23 real
@attribute bin24 real
@attribute bin25 real
@attribute bin26 real
@attribute bin27 real
@attribute bin28 real
@attribute bin29 real
@attribute bin30 real
@attribute bin31 real
@attribute bin32 real
@attribute bin33 real
@attribute bin34 real
@attribute bin35 real
@attribute bin36 real
@attribute bin37 real
@attribute bin38 real
@attribute bin39 real
@attribute bin40 real
@attribute bin41 real
@attribute bin42 real
@attribute bin43 real
@attribute bin44 real
@attribute bin45 real
@attribute bin46 real
@attribute bin47 real
@attribute bin48 real
@attribute bin49 real
@attribute bin50 real
@attribute bin51 real
@attribute bin52 real
@attribute bin53 real
@attribute bin54 real
@attribute bin55 real
@attribute bin56 real
@attribute bin57 real
@attribute bin58 real
@attribute group {0,1}
@data
6.581131e-02, 1.216964e-02, 6.484327e-03, 9.081131e-03, 1.773202e-02, 8.558697e-03, 1.051014e-02, 4.809465e-03, 7.575292e-03, 4.686540e-03, 6.315304e-03, 1.035648e-02, 8.266749e-03, 1.407498e-02, 8.696988e-03, 8.650891e-03, 6.177013e-03, 8.466503e-03, 1.103258e-02, 2.249539e-02, 9.634296e-03, 9.665028e-03, 1.773202e-02, 7.483098e-03, 8.282114e-03, 1.177013e-02, 1.816226e-02, 9.326982e-03, 1.020283e-02, 5.147511e-03, 9.004302e-03, 1.421328e-02, 2.019053e-02, 7.344806e-03, 9.680393e-03, 1.594960e-02, 7.590658e-03, 1.619545e-02, 3.194530e-02, 2.461586e-02, 1.203135e-02, 1.387523e-02, 4.333128e-03, 9.434542e-03, 1.258451e-02, 1.276890e-02, 9.634296e-03, 6.177013e-03, 8.512600e-03, 1.055624e-02, 1.263061e-02, 5.946527e-03, 9.096497e-03, 1.476644e-02, 8.896742e-03, 1.267671e-02, 8.650891e-03, 9.958513e-02, 2.117548e-01, 1
7.186922e-02, 1.208957e-02, 7.893960e-03, 8.080431e-03, 1.341041e-02, 7.272388e-03, 1.148354e-02, 5.516448e-03, 5.796156e-03, 5.500909e-03, 7.552095e-03, 1.207403e-02, 6.899445e-03, 1.042686e-02, 9.805293e-03, 1.089304e-02, 8.437835e-03, 7.536556e-03, 7.179152e-03, 1.129706e-02, 8.158128e-03, 8.904014e-03, 1.414075e-02, 7.505478e-03, 8.437835e-03, 1.016270e-02, 1.216726e-02, 8.204746e-03, 1.218280e-02, 5.143505e-03, 7.350085e-03, 1.117275e-02, 2.787749e-02, 9.416810e-03, 9.059407e-03, 1.246251e-02, 7.054838e-03, 1.303747e-02, 3.404659e-02, 2.321570e-02, 9.976225e-03, 1.603655e-02, 5.625223e-03, 1.044240e-02, 9.945146e-03, 9.556664e-03, 9.851911e-03, 8.329060e-03, 1.050456e-02, 8.686464e-03, 1.221388e-02, 6.666356e-03, 9.152642e-03, 1.387659e-02, 8.158128e-03, 1.527512e-02, 9.898528e-03, 1.128774e-01, 2.222119e-01, 0
4.612869e-02, 1.177184e-02, 4.680539e-03, 1.048892e-02, 1.292787e-02, 8.120453e-03, 1.727006e-02, 3.496306e-03, 6.682456e-03, 5.258557e-03, 9.544352e-03, 9.403372e-03, 6.640162e-03, 1.236395e-02, 8.627982e-03, 1.254723e-02, 3.778267e-03, 7.894885e-03, 1.116562e-02, 2.110472e-02, 7.880787e-03, 1.065810e-02, 1.337901e-02, 8.247335e-03, 1.473242e-02, 2.296566e-02, 2.283878e-02, 8.966334e-03, 1.115153e-02, 3.764168e-03, 1.017876e-02, 1.581797e-02, 3.607681e-02, 1.165905e-02, 1.209609e-02, 9.600744e-03, 8.684374e-03, 1.684712e-02, 4.600180e-02, 3.221395e-02, 1.337901e-02, 1.423899e-02, 5.808380e-03, 1.157447e-02, 1.203970e-02, 1.357638e-02, 8.035865e-03, 1.082727e-02, 1.519765e-02, 1.254723e-02, 1.302656e-02, 1.112333e-02, 1.067219e-02, 9.628940e-03, 1.050302e-02, 1.182823e-02, 7.006711e-03, 8.823944e-02, 1.670896e-01, 1
3.439472e-02, 9.875186e-03, 2.074321e-03, 7.020779e-03, 1.326147e-02, 5.566981e-03, 1.666548e-02, 2.038862e-03, 3.953620e-03, 2.021133e-03, 7.073966e-03, 7.534927e-03, 4.237288e-03, 8.563222e-03, 4.804624e-03, 1.028296e-02, 2.446635e-03, 5.886107e-03, 6.577548e-03, 1.354514e-02, 4.698248e-03, 8.687327e-03, 1.409475e-02, 6.169775e-03, 1.822566e-02, 2.285299e-02, 2.276434e-02, 8.687327e-03, 1.338558e-02, 2.464364e-03, 6.400255e-03, 1.623998e-02, 4.989008e-02, 1.074392e-02, 1.058436e-02, 9.467414e-03, 5.637898e-03, 1.466208e-02, 3.391603e-02, 5.792142e-02, 1.414793e-02, 1.725055e-02, 3.581306e-03, 7.871782e-03, 8.474576e-03, 1.343876e-02, 6.382526e-03, 1.494575e-02, 1.966173e-02, 1.297780e-02, 2.001631e-02, 1.242820e-02, 1.271186e-02, 9.946103e-03, 1.145309e-02, 1.581448e-02, 5.017375e-03, 1.252039e-01, 1.633572e-01, 0
7.275683e-02, 1.348639e-02, 6.900785e-03, 8.493273e-03, 1.569265e-02, 6.220659e-03, 7.962444e-03, 4.561817e-03, 5.606888e-03, 3.417215e-03, 3.981222e-03, 1.136307e-02, 5.706418e-03, 7.564322e-03, 4.711113e-03, 6.038187e-03, 5.988421e-03, 6.751489e-03, 9.853524e-03, 1.247450e-02, 4.876997e-03, 7.116434e-03, 1.653866e-02, 6.021598e-03, 7.149611e-03, 1.043412e-02, 1.509547e-02, 8.526450e-03, 1.351957e-02, 4.561817e-03, 7.448203e-03, 1.406698e-02, 3.269578e-02, 5.922068e-03, 8.509862e-03, 1.346980e-02, 5.308296e-03, 1.179437e-02, 3.050611e-02, 2.914586e-02, 1.026823e-02, 1.949140e-02, 3.019093e-03, 7.232553e-03, 9.322695e-03, 9.919878e-03, 1.015212e-02, 4.196871e-03, 7.016904e-03, 7.298907e-03, 1.401722e-02, 5.640064e-03, 6.900785e-03, 1.214273e-02, 8.028798e-03, 1.527794e-02, 8.526450e-03, 1.269678e-01, 2.423403e-01, 0
5.436980e-02, 1.070067e-02, 5.848544e-03, 8.274607e-03, 1.350220e-02, 6.960490e-03, 1.093172e-02, 4.404459e-03, 6.642791e-03, 4.823244e-03, 6.801640e-03, 1.083064e-02, 7.812500e-03, 1.273683e-02, 9.068854e-03, 8.837800e-03, 5.487523e-03, 1.009415e-02, 1.413759e-02, 2.161795e-02, 9.025531e-03, 8.967768e-03, 1.423868e-02, 8.375693e-03, 1.319894e-02, 2.394293e-02, 2.456389e-02, 1.110501e-02, 1.013748e-02, 3.711299e-03, 8.563424e-03, 1.589938e-02, 2.447724e-02, 7.696973e-03, 8.534543e-03, 1.124942e-02, 6.628350e-03, 1.844097e-02, 4.982093e-02, 3.194316e-02, 1.083064e-02, 1.256354e-02, 4.837685e-03, 1.054182e-02, 1.438309e-02, 1.288124e-02, 8.967768e-03, 6.902726e-03, 1.002195e-02, 1.012304e-02, 1.111945e-02, 9.112177e-03, 1.097505e-02, 1.250578e-02, 1.181262e-02, 1.418091e-02, 9.271026e-03, 9.363447e-02, 1.809294e-01, 1
7.054579e-02, 1.348751e-02, 5.402405e-03, 8.732655e-03, 1.420907e-02, 6.623497e-03, 1.065680e-02, 5.217391e-03, 6.845513e-03, 2.923219e-03, 5.661425e-03, 1.332100e-02, 7.937095e-03, 1.171138e-02, 5.809436e-03, 6.382979e-03, 6.827012e-03, 7.918594e-03, 9.639223e-03, 1.537465e-02, 7.493062e-03, 8.048104e-03, 1.724329e-02, 7.696577e-03, 9.158187e-03, 1.235893e-02, 1.826087e-02, 9.916744e-03, 1.130435e-02, 5.864940e-03, 9.694727e-03, 1.461610e-02, 2.954672e-02, 6.660500e-03, 8.085106e-03, 1.320999e-02, 7.918594e-03, 1.367253e-02, 3.692877e-02, 2.793710e-02, 1.069380e-02, 1.197040e-02, 4.717854e-03, 8.917669e-03, 1.010176e-02, 1.198890e-02, 1.065680e-02, 6.142461e-03, 8.122109e-03, 1.019426e-02, 1.289547e-02, 6.197965e-03, 9.121184e-03, 1.413506e-02, 9.084181e-03, 1.376503e-02, 9.361702e-03, 1.022572e-01, 2.188344e-01, 1
6.298187e-02, 1.255095e-02, 6.490635e-03, 8.355347e-03, 1.551537e-02, 7.602290e-03, 9.813648e-03, 4.578109e-03, 7.638150e-03, 6.251569e-03, 8.223861e-03, 1.154687e-02, 7.542524e-03, 1.310080e-02, 1.286174e-02, 1.178594e-02, 6.442821e-03, 8.941058e-03, 9.012778e-03, 1.378214e-02, 8.833479e-03, 1.035155e-02, 1.545560e-02, 8.152141e-03, 1.136758e-02, 1.397339e-02, 1.534802e-02, 1.054280e-02, 1.090140e-02, 4.960614e-03, 9.239891e-03, 1.182180e-02, 1.801360e-02, 6.693840e-03, 9.777788e-03, 1.270634e-02, 8.235814e-03, 1.810923e-02, 2.822171e-02, 2.091825e-02, 1.019615e-02, 1.442762e-02, 6.371102e-03, 1.485794e-02, 1.255095e-02, 1.231189e-02, 1.002881e-02, 8.152141e-03, 1.294541e-02, 1.108070e-02, 1.314862e-02, 8.188001e-03, 1.050694e-02, 1.298127e-02, 1.044717e-02, 1.298127e-02, 9.036685e-03, 1.028341e-01, 2.083099e-01, 1
5.385296e-02, 9.459302e-03, 4.954872e-03, 7.023573e-03, 1.444754e-02, 6.539764e-03, 9.692865e-03, 3.853790e-03, 6.973524e-03, 5.238485e-03, 6.072638e-03, 1.196176e-02, 8.258120e-03, 1.691663e-02, 1.297943e-02, 1.164478e-02, 6.422983e-03, 9.626132e-03, 1.277923e-02, 2.564188e-02, 1.212859e-02, 1.104419e-02, 1.528169e-02, 7.941142e-03, 1.027677e-02, 1.404715e-02, 2.495788e-02, 1.086068e-02, 1.077726e-02, 3.119734e-03, 6.606496e-03, 1.176157e-02, 2.323952e-02, 6.673229e-03, 9.876378e-03, 1.279592e-02, 7.740945e-03, 2.298927e-02, 4.187451e-02, 2.472431e-02, 9.776280e-03, 1.301280e-02, 5.522097e-03, 2.168799e-02, 1.811782e-02, 1.049365e-02, 6.489715e-03, 7.173721e-03, 1.296275e-02, 1.254567e-02, 1.074390e-02, 7.056939e-03, 1.041024e-02, 1.234547e-02, 1.051034e-02, 1.449759e-02, 8.158022e-03, 9.225739e-02, 1.831801e-01, 1
4.422143e-02, 1.234978e-02, 2.940424e-03, 7.146510e-03, 1.470212e-02, 7.146510e-03, 1.568653e-02, 2.339555e-03, 6.302736e-03, 3.592432e-03, 9.728970e-03, 1.169778e-02, 5.804142e-03, 1.379443e-02, 9.038609e-03, 1.695219e-02, 2.863718e-03, 6.468934e-03, 6.098185e-03, 1.242649e-02, 7.478906e-03, 1.182562e-02, 1.497060e-02, 7.261570e-03, 1.624904e-02, 1.321913e-02, 2.142675e-02, 1.182562e-02, 1.470212e-02, 2.505753e-03, 7.210432e-03, 1.013807e-02, 2.219381e-02, 9.345436e-03, 1.236257e-02, 9.179238e-03, 7.287139e-03, 1.664536e-02, 2.507031e-02, 2.921248e-02, 1.327026e-02, 1.482997e-02, 5.880849e-03, 1.145487e-02, 1.118640e-02, 1.388392e-02, 9.140885e-03, 1.623626e-02, 2.108156e-02, 1.314242e-02, 1.752749e-02, 8.897980e-03, 1.288673e-02, 1.081565e-02, 1.306571e-02, 1.605727e-02, 8.041422e-03, 1.113909e-01, 1.897980e-01, 1
5.868832e-02, 1.121389e-02, 4.276600e-03, 7.188031e-03, 1.145070e-02, 5.363163e-03, 1.369348e-02, 5.418884e-03, 5.697490e-03, 5.209930e-03, 1.468253e-02, 1.068453e-02, 6.324353e-03, 1.048951e-02, 1.044772e-02, 1.282980e-02, 5.391023e-03, 7.898476e-03, 9.834787e-03, 1.413925e-02, 7.828825e-03, 7.898476e-03, 1.379099e-02, 7.020868e-03, 1.365169e-02, 1.788650e-02, 1.759396e-02, 9.068621e-03, 1.347059e-02, 5.808932e-03, 8.246733e-03, 1.062881e-02, 3.052127e-02, 1.083777e-02, 8.177082e-03, 7.968127e-03, 6.421865e-03, 1.699496e-02, 3.263868e-02, 2.517204e-02, 9.333296e-03, 1.521188e-02, 5.558187e-03, 1.065667e-02, 1.277408e-02, 1.165966e-02, 9.110412e-03, 1.677207e-02, 1.225866e-02, 9.361157e-03, 1.677207e-02, 1.004374e-02, 9.193993e-03, 1.060095e-02, 1.050344e-02, 1.551835e-02, 8.149221e-03, 1.039618e-01, 2.000111e-01, 0
6.272701e-02, 1.013260e-02, 6.428366e-03, 9.873162e-03, 1.774287e-02, 1.016143e-02, 1.278466e-02, 4.093399e-03, 8.273278e-03, 5.332949e-03, 7.768809e-03, 9.901989e-03, 6.817527e-03, 1.119919e-02, 8.907466e-03, 1.037763e-02, 5.736523e-03, 8.475065e-03, 9.873162e-03, 1.395215e-02, 7.912943e-03, 9.628135e-03, 1.807437e-02, 9.642548e-03, 1.215048e-02, 1.767080e-02, 1.627270e-02, 8.777746e-03, 9.685788e-03, 4.381666e-03, 8.878639e-03, 1.695013e-02, 2.627558e-02, 8.734506e-03, 1.151629e-02, 1.507639e-02, 9.368694e-03, 1.566734e-02, 3.341020e-02, 2.832228e-02, 1.177573e-02, 1.373595e-02, 5.995964e-03, 1.109830e-02, 1.108389e-02, 1.170366e-02, 7.523782e-03, 8.143557e-03, 1.075238e-02, 1.135774e-02, 1.066590e-02, 8.518305e-03, 1.176131e-02, 1.402421e-02, 9.411934e-03, 1.171807e-02, 7.480542e-03, 9.533007e-02, 1.989622e-01, 1
5.610817e-02, 1.413828e-02, 3.703225e-03, 9.028406e-03, 1.280340e-02, 6.057213e-03, 1.489902e-02, 3.688872e-03, 5.511777e-03, 3.746286e-03, 9.559488e-03, 1.086566e-02, 5.396948e-03, 8.813102e-03, 7.951887e-03, 1.234408e-02, 3.330032e-03, 6.516528e-03, 5.296473e-03, 8.970991e-03, 5.540484e-03, 9.588196e-03, 1.377944e-02, 5.870617e-03, 1.400910e-02, 1.809987e-02, 1.637744e-02, 8.827456e-03, 1.340625e-02, 4.995048e-03, 9.688671e-03, 1.342060e-02, 2.817609e-02, 1.102355e-02, 1.069342e-02, 9.760439e-03, 7.219854e-03, 1.488467e-02, 3.691742e-02, 3.388882e-02, 1.386556e-02, 1.646356e-02, 3.803700e-03, 7.578694e-03, 9.315477e-03, 1.418134e-02, 1.063601e-02, 1.019105e-02, 1.357849e-02, 1.301870e-02, 1.766926e-02, 1.037764e-02, 1.103791e-02, 1.011928e-02, 9.975742e-03, 1.324836e-02, 7.966240e-03, 1.091877e-01, 2.028879e-01, 1
7.063626e-02, 1.169200e-02, 6.238037e-03, 7.356502e-03, 1.449392e-02, 6.480179e-03, 9.708738e-03, 4.612227e-03, 6.756913e-03, 4.024168e-03, 5.984365e-03, 1.465535e-02, 8.820884e-03, 1.127690e-02, 7.829255e-03, 7.379563e-03, 7.679358e-03, 1.105781e-02, 1.083873e-02, 1.540484e-02, 7.575583e-03, 8.152111e-03, 1.618892e-02, 9.143740e-03, 1.454005e-02, 1.773401e-02, 2.196573e-02, 1.040057e-02, 1.118465e-02, 4.300902e-03, 6.987524e-03, 1.169200e-02, 2.534419e-02, 6.572423e-03, 7.540991e-03, 1.237230e-02, 6.883749e-03, 1.162281e-02, 2.054747e-02, 2.165441e-02, 8.901598e-03, 1.149598e-02, 6.053548e-03, 1.013537e-02, 7.921500e-03, 9.178332e-03, 9.374351e-03, 9.985471e-03, 1.203791e-02, 9.420474e-03, 1.121924e-02, 9.074557e-03, 1.095404e-02, 1.311026e-02, 1.344464e-02, 1.645412e-02, 1.138067e-02, 1.077532e-01, 2.167747e-01, 1
6.911408e-02, 1.496924e-02, 5.020172e-03, 8.214827e-03, 1.542562e-02, 3.705800e-03, 1.040545e-02, 3.705800e-03, 3.961372e-03, 1.350883e-03, 3.048614e-03, 1.186586e-02, 5.348765e-03, 7.612406e-03, 2.665255e-03, 3.541503e-03, 5.001917e-03, 5.786889e-03, 8.707716e-03, 1.465890e-02, 5.111448e-03, 4.801110e-03, 1.657570e-02, 4.545538e-03, 6.170248e-03, 1.736067e-02, 1.641140e-02, 7.685427e-03, 1.425729e-02, 4.618558e-03, 6.827434e-03, 1.296117e-02, 4.216944e-02, 5.786889e-03, 5.896420e-03, 1.062451e-02, 4.691579e-03, 9.876047e-03, 3.725880e-02, 3.075996e-02, 1.124519e-02, 1.743369e-02, 2.738276e-03, 4.728089e-03, 6.444075e-03, 1.058800e-02, 9.803027e-03, 3.085124e-03, 5.367020e-03, 7.685427e-03, 1.728765e-02, 4.472517e-03, 6.973475e-03, 1.235875e-02, 7.831468e-03, 1.537085e-02, 7.740192e-03, 1.338469e-01, 2.464996e-01, 0
5.249500e-02, 1.151538e-02, 4.595340e-03, 6.433476e-03, 1.438071e-02, 6.847957e-03, 1.075850e-02, 4.126795e-03, 6.974104e-03, 4.793570e-03, 6.181183e-03, 9.551098e-03, 6.397434e-03, 1.236237e-02, 1.061433e-02, 9.785371e-03, 4.865654e-03, 6.289308e-03, 6.307329e-03, 1.126309e-02, 8.361716e-03, 8.938386e-03, 1.647114e-02, 7.388586e-03, 1.335352e-02, 1.259664e-02, 1.594853e-02, 8.776198e-03, 1.198393e-02, 4.162837e-03, 8.902345e-03, 1.304716e-02, 1.816511e-02, 6.685769e-03, 1.075850e-02, 1.182174e-02, 7.821088e-03, 2.203961e-02, 4.132202e-02, 2.930205e-02, 1.110090e-02, 1.584041e-02, 5.406282e-03, 1.544395e-02, 1.414644e-02, 1.265070e-02, 9.316826e-03, 1.376800e-02, 1.589447e-02, 1.212809e-02, 1.605666e-02, 9.857454e-03, 1.111892e-02, 1.270476e-02, 9.028491e-03, 1.373196e-02, 7.857130e-03, 1.103783e-01, 1.991855e-01, 1
5.560310e-02, 1.296585e-02, 4.923741e-03, 8.417252e-03, 1.380992e-02, 6.963576e-03, 1.370441e-02, 3.458342e-03, 7.162870e-03, 4.994080e-03, 1.018745e-02, 1.157079e-02, 7.268379e-03, 1.418506e-02, 1.159424e-02, 1.298930e-02, 4.607214e-03, 8.124172e-03, 8.452421e-03, 1.470088e-02, 9.132367e-03, 1.002333e-02, 1.504086e-02, 7.819369e-03, 1.269622e-02, 1.307136e-02, 1.731515e-02, 1.029296e-02, 1.246175e-02, 4.126564e-03, 8.511037e-03, 1.131288e-02, 2.110175e-02, 8.276574e-03, 9.964713e-03, 1.049226e-02, 8.452421e-03, 1.955428e-02, 2.490006e-02, 2.671715e-02, 1.078534e-02, 1.448987e-02, 5.920212e-03, 1.902674e-02, 1.346995e-02, 1.212178e-02, 9.730249e-03, 8.979965e-03, 1.606077e-02, 1.317687e-02, 1.392715e-02, 6.951853e-03, 9.741973e-03, 1.177008e-02, 1.004678e-02, 1.325893e-02, 9.003411e-03, 1.063762e-01, 1.982157e-01, 1
4.983542e-02, 9.290307e-03, 3.353124e-03, 7.044637e-03, 1.421232e-02, 4.798966e-03, 9.474882e-03, 3.753038e-03, 4.491340e-03, 3.845326e-03, 6.214046e-03, 9.167256e-03, 7.290737e-03, 8.705817e-03, 5.383456e-03, 8.305903e-03, 4.798966e-03, 9.321069e-03, 1.519673e-02, 1.839604e-02, 5.752607e-03, 7.506076e-03, 1.710401e-02, 7.106162e-03, 1.418156e-02, 2.510229e-02, 2.913219e-02, 9.444120e-03, 1.033624e-02, 4.768204e-03, 9.536408e-03, 2.094933e-02, 4.288307e-02, 6.152521e-03, 7.229212e-03, 1.193589e-02, 6.921586e-03, 1.716553e-02, 4.580552e-02, 4.706679e-02, 1.052081e-02, 1.178208e-02, 2.553296e-03, 7.905989e-03, 1.233580e-02, 1.310487e-02, 7.936752e-03, 6.706248e-03, 8.521242e-03, 9.198019e-03, 1.451995e-02, 8.459716e-03, 1.009013e-02, 1.415080e-02, 1.215123e-02, 1.264343e-02, 7.690651e-03, 9.687144e-02, 1.838989e-01, 1
5.548185e-02, 7.863949e-03, 5.234592e-03, 7.888071e-03, 1.859848e-02, 7.719214e-03, 1.215776e-02, 4.317935e-03, 8.949463e-03, 4.100832e-03, 5.113979e-03, 7.888071e-03, 8.105174e-03, 1.394283e-02, 6.730189e-03, 7.598601e-03, 4.535038e-03, 8.394645e-03, 1.850199e-02, 3.063563e-02, 9.480159e-03, 1.140996e-02, 1.613798e-02, 7.719214e-03, 1.145821e-02, 2.289229e-02, 3.017730e-02, 1.032445e-02, 1.358099e-02, 3.353033e-03, 5.934145e-03, 1.551079e-02, 4.035701e-02, 7.984562e-03, 9.431914e-03, 1.546255e-02, 5.692920e-03, 1.119286e-02, 5.396213e-02, 3.109396e-02, 9.480159e-03, 1.442528e-02, 2.484622e-03, 4.317935e-03, 6.947292e-03, 8.177542e-03, 5.548185e-03, 3.835484e-03, 5.813533e-03, 8.611748e-03, 1.087927e-02, 7.646846e-03, 8.925341e-03, 1.295381e-02, 9.431914e-03, 1.326740e-02, 6.054758e-03, 8.737185e-02, 1.969123e-01, 1
5.342921e-02, 1.328475e-02, 5.610550e-03, 9.931319e-03, 1.351046e-02, 7.061555e-03, 1.183375e-02, 4.965660e-03, 7.029310e-03, 4.643214e-03, 8.190114e-03, 1.018928e-02, 8.448070e-03, 1.151130e-02, 6.997066e-03, 8.931738e-03, 4.191791e-03, 6.223197e-03, 1.373618e-02, 2.037855e-02, 8.222358e-03, 9.028472e-03, 1.289782e-02, 5.255860e-03, 6.610131e-03, 1.331700e-02, 2.186180e-02, 9.802341e-03, 1.125335e-02, 5.320350e-03, 1.135008e-02, 2.034631e-02, 3.930610e-02, 8.190114e-03, 9.189695e-03, 1.131783e-02, 7.674201e-03, 2.144262e-02, 5.352594e-02, 3.927385e-02, 1.089866e-02, 1.434882e-02, 3.288943e-03, 8.480315e-03, 1.373618e-02, 1.631574e-02, 9.866830e-03, 3.772611e-03, 5.771773e-03, 1.044723e-02, 1.518718e-02, 4.933415e-03, 5.836262e-03, 1.086641e-02, 7.319511e-03, 8.738271e-03, 7.222778e-03, 9.386386e-02, 1.938219e-01, 1
6.334496e-02, 1.255202e-02, 4.588910e-03, 9.155326e-03, 1.331684e-02, 4.566415e-03, 9.177820e-03, 4.566415e-03, 4.341469e-03, 2.159487e-03, 2.834327e-03, 1.052750e-02, 6.838376e-03, 7.378248e-03, 3.059273e-03, 4.251490e-03, 5.466202e-03, 7.693173e-03, 1.581374e-02, 1.702846e-02, 5.556180e-03, 5.421212e-03, 1.795074e-02, 5.961084e-03, 7.603194e-03, 2.278709e-02, 2.829828e-02, 8.525475e-03, 1.138230e-02, 7.085817e-03, 9.155326e-03, 1.642110e-02, 4.631650e-02, 6.096052e-03, 6.568440e-03, 1.077494e-02, 5.938590e-03, 1.016759e-02, 4.285232e-02, 3.347205e-02, 1.124733e-02, 1.464402e-02, 2.496907e-03, 3.869081e-03, 7.333258e-03, 1.198965e-02, 9.020358e-03, 3.779102e-03, 4.341469e-03, 8.502981e-03, 1.734338e-02, 5.646159e-03, 6.680913e-03, 1.408166e-02, 8.165561e-03, 1.178720e-02, 7.580700e-03, 1.142054e-01, 2.202902e-01, 0
7.252598e-02, 1.047522e-02, 5.927440e-03, 7.732925e-03, 1.389882e-02, 6.199966e-03, 8.158746e-03, 5.126895e-03, 6.165900e-03, 3.014819e-03, 4.701073e-03, 1.124170e-02, 7.749957e-03, 1.086697e-02, 6.148867e-03, 5.160961e-03, 7.409300e-03, 8.823028e-03, 1.349004e-02, 1.618123e-02, 7.749957e-03, 7.732925e-03, 1.710100e-02, 9.078522e-03, 9.504343e-03, 1.648782e-02, 1.861693e-02, 8.891160e-03, 1.127576e-02, 6.591722e-03, 8.805996e-03, 1.280872e-02, 2.810424e-02, 7.562596e-03, 8.124681e-03, 1.117356e-02, 9.129620e-03, 1.694771e-02, 3.546244e-02, 2.318174e-02, 9.402146e-03, 1.163345e-02, 5.365355e-03, 1.088401e-02, 1.146312e-02, 1.081587e-02, 8.380174e-03, 7.136774e-03, 9.691705e-03, 1.057741e-02, 1.350707e-02, 6.779084e-03, 1.004940e-02, 1.394992e-02, 9.385113e-03, 1.456311e-02, 8.499404e-03, 1.032022e-01, 2.193834e-01, 1
6.582170e-02, 1.390836e-02, 6.468136e-03, 9.683510e-03, 1.430094e-02, 5.739069e-03, 1.112295e-02, 3.215374e-03, 4.486568e-03, 2.149814e-03, 4.187464e-03, 9.776980e-03, 4.505262e-03, 7.608472e-03, 4.000523e-03, 4.823061e-03, 7.309368e-03, 6.711158e-03, 8.617950e-03, 1.235676e-02, 4.879143e-03, 5.776457e-03, 1.893706e-02, 7.851495e-03, 7.944965e-03, 9.421794e-03, 1.575907e-02, 5.701681e-03, 9.533958e-03, 6.412054e-03, 9.085301e-03, 1.428224e-02, 3.241546e-02, 6.355972e-03, 7.384144e-03, 1.215112e-02, 7.888883e-03, 1.646944e-02, 3.884620e-02, 3.207896e-02, 1.091732e-02, 1.667508e-02, 4.823061e-03, 9.365711e-03, 1.059952e-02, 1.256239e-02, 8.991831e-03, 4.505262e-03, 9.253547e-03, 1.082385e-02, 1.764717e-02, 3.794889e-03, 9.440488e-03, 1.615165e-02, 8.356234e-03, 1.732937e-02, 7.122427e-03, 1.124446e-01, 2.332268e-01, 1
6.572519e-02, 1.532695e-02, 4.885884e-03, 8.187761e-03, 1.423376e-02, 4.752025e-03, 1.108806e-02, 3.123396e-03, 4.439685e-03, 2.208688e-03, 3.748076e-03, 1.066417e-02, 3.971176e-03, 7.406912e-03, 3.547286e-03, 6.380653e-03, 3.636526e-03, 5.042054e-03, 4.885884e-03, 8.834750e-03, 3.815006e-03, 6.380653e-03, 1.769181e-02, 4.662785e-03, 8.299311e-03, 9.615599e-03, 1.202508e-02, 6.692992e-03, 1.447917e-02, 6.112933e-03, 9.102470e-03, 1.338598e-02, 3.540593e-02, 7.696941e-03, 7.518462e-03, 1.061955e-02, 7.518462e-03, 1.443455e-02, 3.290721e-02, 3.248332e-02, 1.135578e-02, 1.987819e-02, 3.881936e-03, 7.317672e-03, 7.897731e-03, 1.271669e-02, 1.019566e-02, 5.220534e-03, 8.522410e-03, 9.102470e-03, 2.150682e-02, 5.153604e-03, 7.139192e-03, 1.175736e-02, 6.380653e-03, 1.385449e-02, 7.607701e-03, 1.305580e-01, 2.470160e-01, 0
6.692256e-02, 1.201209e-02, 6.130311e-03, 7.441976e-03, 1.643034e-02, 6.737819e-03, 1.139078e-02, 4.749610e-03, 6.834468e-03, 4.335400e-03, 6.875889e-03, 1.006531e-02, 6.295995e-03, 1.184641e-02, 8.477501e-03, 8.974554e-03, 5.522802e-03, 5.536609e-03, 9.609676e-03, 1.549146e-02, 9.002168e-03, 9.195466e-03, 1.553288e-02, 5.301890e-03, 7.635274e-03, 1.039668e-02, 1.542243e-02, 8.560344e-03, 1.393127e-02, 4.376821e-03, 7.262485e-03, 1.257818e-02, 2.599859e-02, 8.656993e-03, 8.587958e-03, 1.239869e-02, 6.420258e-03, 1.736921e-02, 3.399285e-02, 2.772447e-02, 9.927237e-03, 1.713449e-02, 4.114488e-03, 1.159788e-02, 1.325473e-02, 1.152885e-02, 9.167852e-03, 5.633258e-03, 8.698414e-03, 9.651097e-03, 1.538100e-02, 5.785135e-03, 8.201361e-03, 1.150124e-02, 7.552432e-03, 1.315808e-02, 7.966642e-03, 1.144739e-01, 2.232455e-01, 0
